Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Tri-State Nissan,1230 Millwood Pike,,Winchester,VA,22602,,,E,,Public - Call ahead,Dealership business hours; contact 540-667-6800 for more information,,,,,,3,1,,Non-Networked,,GPS,39.156514,-78.147297,2024-02-12,39775,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,James River Air Conditioning,1905 Westmoreland St,At Broad St,Richmond,VA,23230,,804-358-9333,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,37.578536,-77.48754,2024-10-11,40255,2025-02-12 00:16:32 UTC,P,,,2011-06-20,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,New River Nissan,2130 N Franklin St,,Christiansburg,VA,24073,,540-382-2903,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,37.158,-80.4204,2024-02-12,40380,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hyman Brothers Nissan,11841 Midlothian Turnpike,,Midlothian,VA,23113,,804-378-3000,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,37.5036,-77.61842,2024-02-12,40382,2025-02-12 00:16:32 UTC,P,,,2011-05-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Stone's Cove Kitbar,2403 Centreville Rd,,Herndon,VA,20171,,703-434-3615,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,38.951695,-77.409238,2023-11-09,40565,2024-01-31 22:07:01 UTC,P,,,2011-07-15,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Richmond Ford Lincoln,4600 W Broad St,,Richmond,VA,23230,,804-358-5521,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,200-9,37.578775,-77.489409,2023-11-09,40701,2024-01-31 22:07:01 UTC,P,,,2011-08-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,Randolph-Macon College - Andrews Hall,420 Henry St,Near intersection of Smith Street,Ashland,VA,23005,,804-752-7244,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,37.764986,-77.476715,2023-12-13,41108,2024-01-31 22:07:01 UTC,P,,,2011-09-15,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Harrisonburg Electric Commission,89 W Bruce St,"Behind the HEC building, off S Liberty St",Harrisonburg,VA,22801,,540-434-5361,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,38.447533,-78.870744,2024-10-11,41395,2025-02-12 00:16:32 UTC,T,,,2011-10-03,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,IBEWLOCAL26JATC MANASSAS 1,7016 Infantry Ridge Rd,,Manassas,VA,20109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.803836,-77.516487,2025-03-18,41773,2025-03-18 01:25:38 UTC,,,,2011-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVSP WALGREENS STORE 13012,6400 Hoadly Rd,The station is located left of the store's entrance,Manassas,VA,20112,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.672391,-77.396964,2025-03-18,43390,2025-03-18 01:10:26 UTC,,,,2012-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WEST HALF 2 & 3 1400 JOYCE,1400 S Joyce St,,Arlington,VA,22202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.861644,-77.064159,2025-03-18,45166,2025-03-18 01:40:57 UTC,,,,2015-10-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Shirlie Slack Mitsubishi,3475 Jefferson Davis Hwy,,Fredericksburg,VA,22408,,540-898-0310,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,38.271867,-77.493368,2024-10-11,45798,2025-02-12 00:16:32 UTC,P,,,2012-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hall Nissan,3417 Western Branch Blvd,,Chesapeake,VA,23321,,757-673-8000,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,36.86525,-76.41779,2024-02-12,47547,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hall Nissan,3417 Western Branch Blvd,,Chesapeake,VA,23321,,757-673-8000,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.86525,-76.41779,2024-02-12,47548,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Nissan of Chesapeake,930 N Battlefield Blvd,,Chesapeake,VA,23320,,757-498-5881,E,,Public - Call ahead,Dealership business hours,,,,,,,1,,Non-Networked,,200-8,36.75306,-76.2475,2024-02-12,47549,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Chesapeake,930 N Battlefield Blvd,,Chesapeake,VA,23320,,757-498-5881,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.75306,-76.2475,2024-02-12,47550,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Loyalty Nissan,16301 Priority Way,,Chester,VA,23831,,804-414-1700,E,,Public - Call ahead,Dealership business hours,,,,,,5,1,,Non-Networked,,GPS,37.304917,-77.392372,2024-02-12,47551,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Loyalty Nissan,16301 Priority Way,,Chester,VA,23831,,804-414-1700,E,,Private,,,,,,,1,,,Non-Networked,,GPS,37.304917,-77.392372,2024-02-12,47552,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Robert Woodall Nissan,132 Union St Bridge Rd,,Danville,VA,24540,,434-797-1411,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,36.59588,-79.39687,2024-02-12,47553,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Robert Woodall Nissan,132 Union St Bridge Rd,,Danville,VA,24540,,434-797-1411,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.59588,-79.39687,2024-02-12,47554,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Lynchburg Nissan,18588 Forest Rd,,Forest,VA,24551,,434-385-7733,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,37.385661,-79.243911,2024-02-12,47555,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Lynchburg Nissan,18588 Forest Rd,,Forest,VA,24551,,434-385-7733,E,,Private,,,,,,,1,,,Non-Networked,,200-9,37.385661,-79.243911,2024-02-12,47556,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Pohanka Nissan of Fredericksburg,5200 Jefferson Davis Hwy,,Fredericksburg,VA,22408,,540-898-5200,E,,Private,,,,,,,1,,,Non-Networked,,GPS,38.255149,-77.496844,2024-02-12,47558,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Harrisonburg Nissan,2275 E Market St,,Harrisonburg,VA,22801,,540-564-1111,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.422471,-78.838899,2024-02-12,47559,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Harrisonburg Nissan,2275 E Market St,,Harrisonburg,VA,22801,,540-564-1111,E,,Private,,,,,,,1,,,Non-Networked,,200-9,38.422471,-78.838899,2024-02-12,47560,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Hart Nissan,6564 Mechanicsville Pike,,Mechanicsville,VA,23111,,,E,,Public - Call ahead,Dealership business hours; contact 804-417-1012 for more information,,,,,,1,1,,Non-Networked,,200-8,37.61341,-77.33577,2024-02-12,47561,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hart Nissan,6564 Mechanicsville Pike,,Mechanicsville,VA,23111,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,37.61341,-77.33577,2024-02-12,47562,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Priority Nissan - Newport News,12925 Jefferson Ave,,Newport News,VA,23608,,757-369-6600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,37.151806,-76.531052,2024-02-12,47563,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Priority Nissan - Newport News,12925 Jefferson Ave,,Newport News,VA,23608,,757-369-6600,E,,Private,,,,,,,1,1,,Non-Networked,,200-9,37.151806,-76.531052,2024-02-12,47564,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Nissan of Norfolk,1250 N Military Hwy,,Norfolk,VA,23502,,757-284-3140,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-8,36.8662,-76.20968,2024-02-12,47565,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Norfolk,1250 N Military Hwy,,Norfolk,VA,23502,,757-284-3140,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.8662,-76.20968,2024-02-12,47566,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Nissan of Richmond,11401 W Broad St,,Richmond,VA,23233,,804-346-4200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,37.650319,-77.609022,2024-02-12,47567,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Nissan of Richmond,11401 W Broad St,,Richmond,VA,23233,,804-346-4200,E,,Private,,,,,,,1,,,Non-Networked,,GPS,37.650319,-77.609022,2024-02-12,47568,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Gunter Nissan,4760 Greensboro Rd,,Ridgeway,VA,24148,,276-956-1212,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.629501,-79.860071,2024-02-12,47569,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Gunter Nissan,4760 Greensboro Rd,,Ridgeway,VA,24148,,276-956-1212,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.629501,-79.860071,2024-02-12,47570,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Pohanka Nissan - Stafford,1 Coachman Cir,,Stafford,VA,22554,,540-628-2500,E,,Public - Call ahead,Dealership business hours,,,,,,2,2,,Non-Networked,,200-8,38.46878,-77.40007,2024-02-12,47573,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Pohanka Nissan - Stafford,1 Coachman Cir,,Stafford,VA,22554,,540-628-2500,E,,Private,,,,,,,1,,,Non-Networked,,200-8,38.46878,-77.40007,2024-02-12,47574,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Valley Nissan of Staunton,297 Lee Jackson Hwy,,Staunton,VA,24401,,540-886-3465,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,38.11898,-79.0686,2024-02-12,47575,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Valley Nissan of Staunton,297 Lee Jackson Hwy,,Staunton,VA,24401,,540-886-3465,E,,Private,,,,,,,1,,,Non-Networked,,200-8,38.11898,-79.0686,2024-02-12,47576,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Hall Nissan - Virginia Beach,3757 Booney Rd,,Virginia Beach,VA,23452,,757-631-7600,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,36.83882,-76.10243,2024-02-12,47577,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hall Nissan - Virginia Beach,3757 Booney Rd,,Virginia Beach,VA,23452,,757-631-7600,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.83882,-76.10243,2024-02-12,47578,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Cowles Nissan,14777 Jefferson Davis Hwy,,Woodbridge,VA,22191,,,E,,Public - Call ahead,Dealership business hours; contact 703-497-3000 for more information,,,,,,3,1,,Non-Networked,,200-8,38.62938,-77.27396,2024-02-12,47579,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Cowles Nissan,14777 Jefferson Davis Hwy,,Woodbridge,VA,22191,,,E,,Private,,,,,,,2,,,Non-Networked,,200-8,38.62938,-77.27396,2024-02-12,47868,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Blue Ridge Nissan,1405 E Main St,,Wytheville,VA,24382,,844-832-1924,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.949705,-81.066941,2024-02-12,47869,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Blue Ridge Nissan,1405 E Main St,,Wytheville,VA,24382,,844-832-1924,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.949705,-81.066941,2024-02-12,47870,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Passport Nissan - Alexandria,150 S Pickett St,,Alexandria,VA,22304,,703-823-9000,E,,Private,,,,,,,1,,,Non-Networked,,200-8,38.80967,-77.12219,2024-02-12,48258,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Priority Nissan - Chantilly,14840 Stonecroft Center Ct,,Chantilly,VA,20151,,703-889-3700,E,,Private,,,,,,,1,,,Non-Networked,,200-8,38.8998,-77.46033,2024-02-12,48259,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Colonial Nissan,200 Myers Dr,,Charlottesville,VA,22901,,434-978-3711,E,,Private,,,,,,,1,,,Non-Networked,,GPS,38.084925987503,-78.47341454498292,2024-02-12,48260,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,New River Nissan,2130 N Franklin St,,Christiansburg,VA,24073,,540-382-2903,E,,Private,,,,,,,1,,,Non-Networked,,200-8,37.158,-80.4204,2024-02-12,48261,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Pomoco Nissan - Hampton,1134 W Mercury Blvd,,Hampton,VA,23666,,757-838-6111,E,,Private,,,,,,,1,,,Non-Networked,,200-8,37.04249,-76.38833,2024-02-12,48264,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Sheehy Nissan - Manassas,9010 Liberia Ave,,Manassas,VA,20110,,703-361-5161,E,,Private,,,,,,,1,,,Non-Networked,,200-9,38.760854,-77.459274,2024-02-12,48265,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
